ID,First Name,Last Name,Club Level,DOB,Phone Model,Activation,Gender,Address1,Address2,City,State,Zip,e-mail
671,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
672,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
673,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
674,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
675,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
676,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
677,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
678,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
679,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
680,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
681,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
682,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
683,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
684,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
685,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
686,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
687,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
688,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
689,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
690,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
691,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
692,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
693,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
694,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
695,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
696,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
697,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
698,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
699,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
700,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
701,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
702,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
703,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
704,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
705,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
706,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
707,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
708,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
709,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
710,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
711,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
712,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
713,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
714,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
715,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
716,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
717,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
718,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
719,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
720,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
721,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
722,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
723,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
724,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
725,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
726,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
727,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
728,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
729,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
730,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
731,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
732,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
733,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
734,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
735,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
736,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
737,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
738,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
739,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
740,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
741,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
742,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
743,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
744,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
745,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
746,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
747,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
748,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
749,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
750,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
751,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
752,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
753,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
754,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
755,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
756,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
757,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
758,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
759,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
760,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
761,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
762,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
763,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
764,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
765,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
766,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
767,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
768,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
769,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
770,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
771,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
772,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
773,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
774,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
775,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
776,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
777,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
778,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
779,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
780,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
781,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
782,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
783,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
784,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
785,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
786,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
787,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
788,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
789,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
790,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
791,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
792,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
793,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
794,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
795,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
796,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
797,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
798,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
799,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
800,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
801,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
802,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
803,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
804,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
805,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
806,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
807,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
808,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
809,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
810,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
811,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
812,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
813,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
814,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
815,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
816,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
817,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
818,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
819,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
820,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
821,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
822,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
823,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
824,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
825,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
826,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
827,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
828,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
829,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
830,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
831,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
832,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
833,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
834,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
835,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
836,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
837,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
838,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
839,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
840,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
841,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
842,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
843,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
844,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
845,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
846,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
847,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
848,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
849,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
850,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
851,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
852,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
853,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
854,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
855,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
856,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
857,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
858,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
859,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
860,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
861,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
862,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
863,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
864,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
865,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
866,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
867,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
868,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
869,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
870,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
871,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
872,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
873,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
874,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
875,Allison,Anderson,Stellar,2/3/1955,SC_001,none,f,222 St. Augustin Rd,,Newark,NJ,20030,allison@net.com
876,Bill,Becker,,4/5/1957,SC_005,e-mail,m,1902 Old Wall St,,Newport,CT,80020,bill@net.com
877,Carry,Cole,,6/7/1960,SC_001,none,f,25 Church Hill Rd,,Chelmford,RI,30002,carry@net.com
878,Douglas,Dickenson,Stellar,8/9/1963,SC_004,internet,m,547 4th Ave,,Bradford,NH,66890,douglas@net.com
879,Fred,Farrel,Stellar,7/8/1950,SC_003,e-mail,m,5 Mountain View Dr,,Los Angeles,CA,57892,fred@net.com
880,Sally,Jetson,Stellar,5/7/1970,SC_005,e-mail,f,1902 Old Wall St,Apt 20A,Newport,CT,80020,sally@net.com
881,Jane,Jones,Stellar,3/4/1950,SC_001,internet,f,9 Mayflower Dr,,Plymouth,MA,21340,jane@net.com
882,Jerry,Jones,Stellar,4/5/1949,SC_002,e-mail,m,9 Mayflower Dr,,Plymouth,MA,21340,jerry@net.com
883,Jennifer,Jones,,3/6/1978,SC_003,none,f,9 Mayflower Dr,,Plymouth,MA,21340,jennifer@net.com
884,Jimmy,Jones,,8/8/1990,SC_004,internet,m,9 Mayflower Dr,,Plymouth,MA,21340,jimmy@net.com
885,Sandra,Smith,Stellar,2/11/1970,SC_002,e-mail,f,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sandra@net.com
886,Sam,Smith,,7/3/1970,SC_001,none,m,29 Pine Ridge Rd,Apt 9C,Bridgeport,CT,11743,sam@net.com
887,Mary,McAndrews,,5/12/1975,SC_001,internet,f,8 Avon St,,Jacksonville,FL,94210,mary@net.com
888,Mike,McAndrews,Stellar,6/8/1973,SC_003,none,m,8 Avon St,,Jacksonville,FL,94210,mike@net.com
889,Gina,Green,,6/2/1957,SC_004,internet,f,28 Pond Rd,,San Diago,CA,44902,gina@net.com
890,George,Green,,3/2/1990,SC_002,e-mail,m,28 Pond Rd,,San Diago,CA,44902,george@net.com
891,Gilian,Green,,6/7/1993,SC_005,e-mail,f,28 Pond Rd,,San Diago,CA,44902,gilian@net.com
892,Rachel,Rosen,,3/2/1980,SC_001,none,f,44 Country Club Rd,,San Francisco,CA,43770,rachel@net.com
893,Erik,Emerson,Stellar,5/9/1979,SC_003,e-mail,m,106 Hill Rd,Apt 3D,Detroit,MI,23887,erik@net.com
894,Nora,Nevill,,2/4/1969,SC_002,none,f,27 West St,,Seattle,WA,27980,nora@net.com
